"","tweet_id"
"345","1186232031287676930"
"346","1186283636980682752"
"347","1187278291352338433"
"348","1187639658148253696"
"349","1187649218166624257"
"350","1187765847080783872"
"351","1187832482047188993"
"352","1188054393599549441"
"353","1188069492263456769"
"354","1188067719377313792"
"355","1188391745047924737"
"356","1190510604143988736"
"357","1190462187845931010"
"358","1190707648112549890"
"359","1191781921598189568"
"360","1191982207755325441"
"361","1192023764172771328"
"362","1192021478537080832"
"363","1192098877039661057"
"364","1192122000266944512"
"365","1192315192362852352"
"366","1192351026726293504"
"367","1192350194425356288"
"368","1192762463386775552"
"369","1193084047473487878"
"370","1193883071742914561"
"371","1194221853038055424"
"372","1194496679401140224"
"373","1194533268634439680"
"374","1194657467201929219"
"375","1196526759744856065"
"376","1197431068212813824"
"377","1198993243888685056"
"378","1199087980931166214"
"379","1199239072985894912"
"380","1200027905033723904"
"381","1200011123212337153"
"382","1200058440338542598"
"383","1200417921236901888"
"384","1200484642396225543"
"385","1200454985668059136"
"386","1201392480677179394"
"387","1201404197394157569"
"388","1201569675173339137"
"389","1202116449621487619"
"390","1202437439605768192"
"391","1202472378531565570"
"392","1202843187649359872"
"393","1203226859258961921"
"394","1204673987692957696"
"395","1204780272597848064"
"396","1205035391511871489"
"397","1205376234248691714"
"398","1205491995852132352"
"399","1205472541197946880"
"400","1206159464010674181"
"401","1207220096038526976"
"402","1208299701239517184"
"403","1208314747302612992"
"404","1208313153769164801"
"405","1210110423296557056"
"406","1210101394902007813"
"407","1210221584016969728"
"408","1210417842396549121"
"409","1210478268849303552"
"410","1211181316940664832"
"411","1211241721415249920"
"412","1211347425761415170"
"413","1211550005674364928"
"414","1212286097721569282"
"415","1212414452735397888"
"416","1212807043989606404"
"417","1212981418885812225"
"418","1213003328197709827"
"419","1213159366314082306"
"420","1213374515356618752"
"421","1214579287984148481"
"422","1214809000841224192"
"423","1215233789733019648"
"424","1215281940242292744"
"425","1215442002566840322"
"426","1215547590005182464"
"427","1216172770645762049"
"428","1216354152135168000"
"429","1216449771738583040"
"430","1217729990374109185"
"431","1217784206581030912"
"432","1218049124911763456"
"433","1218039452205010949"
"434","1218078088044728320"
"435","1218138475913977858"
"436","1218188318724194304"
"437","1218485684572499970"
"438","1219472144482144262"
"439","1219615605730484225"
"440","1219803895934988288"
"441","1220697647704571904"
"442","1223546106539335680"
"443","1226122691691806720"
"444","1226566886848172032"
"445","1228051288514011136"
"446","1228255292934295552"
"447","1228580954903416834"
"448","1228653018775801856"
"449","1228674126564515840"
"450","1228754006668906496"
"451","1229650468634271748"
"452","1229653142071119872"
"453","1229653089952632832"
"454","1230054432802406400"
"455","1230383643153063937"
"456","1231151049672732672"
"457","1232623527968354304"
"458","1234791120762232832"
"459","1235984582102708224"
"460","1240211355300442113"
"461","1241556469650198529"
"462","1241640783847006209"
"463","1241726557397401600"
"464","1241964197421907969"
"465","1243144792021893120"
"466","1244018344728186881"
"467","1243996264892698624"
"468","1244207687707111425"
"469","1245352229395140610"
"470","1247413815324663809"
"471","1250783222272794629"
"472","1252473428109656065"
"473","1252539521897508864"
"474","1252535432233005056"
"475","1252719326521589760"
"476","1252835996091088896"
"477","1252866815883001856"
"478","1252983123312336897"
"479","1252994614652477442"
"480","1254679718336630784"
"481","1255723328704327684"
"482","1260086630456721408"
"483","1260224059821953025"
"484","1260560593423040512"
"485","1260914790760923137"
"486","1261902770925379590"
"487","1264558661197758465"
"488","1266234077805453312"
"489","1266624507390894082"
"490","1266605306399899655"
"491","1267315709354430464"
"492","1267418164989767681"
"493","1268629868222263300"
"494","1268864538721599489"
"495","1269161326334693376"
"496","1270361400288870400"
"497","1271000027138326529"
"498","1271323552835227648"
"499","949545596037234688"
"500","950708806417371136"
"501","950879566771388418"
"502","951371229948272640"
"503","951771370853199872"
"504","951818516340133888"
"505","951901595893198849"
"506","952084711828058112"
"507","952153456575438849"
"508","953183023637377024"
"509","953185789529214976"
"510","953275912606404608"
"511","953265209665294336"
"512","954015264294752256"
"513","954096558819049472"
"514","955334399448567810"
"515","955693328623861760"
"516","956152795987619840"
"517","956396014646292480"
"518","956610933509500929"
"519","956824879592083456"
"520","958593187269902336"
"521","958576662546927622"
"522","958608286961602562"
"523","958638486679990272"
"524","958668685178122240"
"525","958698885253337088"
"526","958729085739589633"
"527","958789481091313664"
"528","958759282836586497"
"529","958968421126991872"
"530","960494745679224832"
"531","960796293277855744"
"532","962222311725203458"
"533","962818048657907719"
"534","962983042187964416"
"535","963015102390824960"
"536","963049803465789442"
"537","963096863602651137"
"538","963140400155258880"
"539","963830112687968256"
"540","963976125008502784"
"541","964009154296864768"
"542","964450912612814848"
"543","964433898821238784"
"544","964560013384671232"
"545","964531625634746368"
"546","965158986940067840"
"547","965851260111945728"
"548","966290200174489600"
"549","966399626289938432"
"550","966670790962884614"
"551","970642249716588544"
"552","975594762769223680"
"553","976362470133690368"
"554","976723622189568001"
"555","976736689530994688"
"556","977265838133825536"
"557","977793982200795136"
"558","977823149168275458"
"559","979781530439573504"
"560","983310088273383426"
"561","985515025640181763"
"562","985510694970937347"
"563","985948900086382599"
"564","986085496853094405"
"565","986263083575402497"
"566","987217453020319744"
"567","990209954136064000"
"568","990899386648530944"
"569","991580915402002432"
"570","993052449396133888"
"571","995734420895092736"
"572","996343319411163136"
"573","998891464380878848"
"574","999567296380260353"
"575","999624765051678720"
"576","999720435771170817"
"577","1274643755153448961"
"578","1275088260516241408"
"579","1275324945430728704"
"580","1275436173976985600"
"581","1275481988422668294"
"582","1276038851304337409"
"583","1276029857751654400"
"584","1276101637791236096"
"585","1276189094696157185"
"586","1276760086929641473"
"587","1277530947286695939"
"588","1279326260456497153"
"589","1280836745744048130"
"590","1281115068172730370"
"591","1281139215640801280"
"592","1281331273823399936"
"593","1283443357101035521"
"594","1283624734811398144"
"595","1283698040721879040"
"596","1285303464537526272"
"597","1285513452853829633"
"598","1285502492533563392"
"599","1286594866445783040"
"600","1288801302030548992"
"601","1290891947159281664"
"602","1291673730012393472"
"603","1293983833415725058"
"604","1295095593723924480"
"605","1297799215985426433"
"606","1298117882354769922"
"607","1298573402890858497"
"608","1298887975606947841"
"609","1298980296688164864"
"610","1299215131239481344"
"611","1299623576539222018"
"612","1299642950360526849"
"613","1302533258018803712"
"614","1303792424498667521"
"615","1303941831907069953"
"616","1303949770730373121"
"617","1303942683371675648"
"618","1304345476326711297"
"619","1304454729699938305"
"620","1304471454394843136"
"621","1305089383209537536"
"622","1305085060140343297"
"623","1305077711770128388"
"624","1305512317472342016"
"625","1305768974379089922"
"626","1305805050430853121"
"627","1305830528109752321"
"628","1306515276402393089"
"629","1306515214129651714"
"630","1306604995698208769"
"631","1306844402619486208"
"632","1308714156229562369"
"633","1308851695619911681"
"634","1309004923971960835"
"635","1309767937423794176"
"636","1309832199538081797"
"637","1310281475573592064"
"638","1311248925777592320"
"639","1311334881931165702"
"640","1311746006153912321"
"641","1311988651740495872"
"642","1313453954919956482"
"643","1313458639001260036"
"644","1314106387933298691"
"645","1314581378374291456"
"646","1315928861406879744"
"647","1316005152608923649"
"648","1316344250120851458"
"649","1317829059578122245"
"650","1319883877926789121"
"651","1323236056037249025"
"652","1323508161572184064"
"653","1323531608725561344"
"654","1325787979017809922"
"655","1326498287839551494"
"656","1327143257600614400"
"657","1327166813885456384"
"658","1327211079093669888"
"659","1327551444908728320"
"660","1329313920411201537"
"661","1329354568573079552"
"662","1329345130998980609"
"663","1330642556552695810"
"664","1330612937560559617"
"665","1330850151578152960"
"666","1330926470928216066"
"667","1330958108408115203"
"668","1331817456554422274"
"669","1332335285804412929"
"670","1333377312700723202"
"671","1334087348057935872"
"672","1334083996289003523"
"673","1334209022845726721"
"674","1334739895978487808"
"675","1334799611601453057"
"676","1335053781394833408"
"677","1335126652389617664"
"678","1335124884607934464"
"679","1335158648268525570"
"680","1335144378235547649"
"681","1335223226440486912"
"682","1335559302900281347"
"683","1335856845043322882"
"684","1336163594313064449"
"685","1336247716305833985"
"686","1336247706298310657"
"687","1336308848223727616"
"688","1336652615325769732"
"689","1336922511699824643"
"690","1336922311681847307"
"691","1336943735708463104"
"692","1336962106093170689"
"693","1336977924319285251"
"694","1337015021163982851"
"695","1337008438816223234"
"696","1337029943105085440"
"697","1337064534851411973"
"698","1337050088947011585"
"699","1337045118168264707"
"700","1337074855943041024"
"701","1337133365938565120"
"702","1337251163180249089"
"703","1337200464337756160"
"704","1337276086980403200"
"705","1337265857270046721"
"706","1337314893133979653"
"707","1337295477440720898"
"708","1337319474068938752"
"709","1337348897044312066"
"710","1337347753815498753"
"711","1337371940529577985"
"712","1337479437173088261"
"713","1337643344495783936"
"714","1337785531518787586"
"715","1337860902729691139"
"716","1337883733559554049"
"717","1338040716006658051"
"718","1338038536474406913"
"719","1338033535723167744"
"720","1338366879811964928"
"721","1338416023322693632"
"722","1338459975727734786"
"723","1338524185799385092"
"724","1338745079670976513"
"725","1338742796560322560"
"726","1338785343852703746"
"727","1338870220392456194"
"728","1339090356705628166"
"729","1339145023896645638"
"730","1339166771899756545"
"731","1339178862815670272"
"732","1339268508019003397"
"733","1339514424101638146"
"734","1339513529179770886"
"735","1339571911869796352"
"736","1339620680661405696"
"737","1339592576475664384"
"738","1339843029562241030"
"739","1340196442275758083"
"740","1340422542708891651"
"741","1340406034402304003"
"742","1340645089283076096"
"743","1340899803576692736"
"744","1340941347382054912"
"745","1341054440946741248"
"746","1341053303124332544"
"747","1341216193055744000"
"748","1341266282394607616"
"749","1341271201503690753"
"750","1341648485716815873"
"751","1341747589549580290"
"752","1341969349712736257"
"753","1342117236438347776"
"754","1342548125429460996"
"755","1343111405092954112"
"756","1343482956317405185"
"757","1343505160388169729"
"758","1343493140326445056"
"759","1343618588536614914"
"760","1343828343658065921"
"761","1343817234582564865"
"762","1344070393540337664"
"763","1344537921991434240"
"764","1344535847597715456"
"765","1344553880886124544"
"766","1344868452536733699"
"767","1344909512852070400"
"768","1345012077191159809"
"769","1345248553845862401"
"770","1345188179738058753"
"771","1345357820099764227"
"772","1345442881952231430"
"773","1345422168625184769"
"774","1345599532466397186"
"775","1345599519929430017"
"776","1345637787517775872"
"777","1345603328349253632"
"778","1345656665631313920"
"779","1345653639583559682"
"780","1345714037540139015"
"781","1345702186773336065"
"782","1345783240930553857"
"783","1345769391137431552"
"784","1345844887565062146"
"785","1345985788895485953"
"786","1345977894120677378"
"787","1346129288156893184"
"788","1346324308755443714"
"789","1346355752747859970"
"790","1346384693881552896"
"791","1346367184038219778"
"792","1346401641004724225"
"793","1346394532863209472"
"794","1346424580961918979"
"795","1346450970646110208"
"796","1346488367559663622"
"797","1346680392175251456"
"798","1346710188984852480"
"799","1346712855853355014"
"800","1346776022495055873"
"801","1346895545433022466"
"802","1347076567202201600"
"803","1347101005381595138"
"804","1347471850553683969"
"805","1347515319443664896"
"806","1348356537220268033"
"807","1348332276778586113"
"808","1348535531580387328"
"809","1348676109576101888"
"810","1348675252604252163"
"811","1348675052124987392"
"812","1348852803649871872"
"813","1348904547561959426"
"814","1348934653684625409"
"815","1349014104455979008"
"816","1349189453567426560"
"817","1349241266165280768"
"818","1349280352452407296"
"819","1349310374961684481"
"820","1349335448125112321"
"821","1349343062770778112"
"822","1349442341312950274"
"823","1349598380197089282"
"824","1349551834650841091"
"825","1349658794658328576"
"826","1349718436407091202"
"827","1349804433996214274"
"828","1349955978846986241"
"829","1349995924697845761"
"830","1349980045746581504"
"831","1350350827366481922"
"832","1351065228742635525"
"833","1351418456747466762"
"834","1351449567380733961"
"835","1351444347858939905"
"836","1351477487260332033"
"837","1351545497325105152"
"838","1351673292885614593"
"839","1351778750590017536"
"840","1351809530942861313"
"841","1351818956680671235"
"842","1352058361559339008"
"843","1352261858867163136"
"844","1352473564616658945"
"845","1352912086989492224"
"846","1352997935479463938"
"847","1353034521416003586"
"848","1353023458800586753"
"849","1353280603874078721"
"850","1353605680956059649"
"851","1353626176200318977"
"852","1353689236487204865"
"853","1353742294713823232"
"854","1354134705755590657"
"855","1354503039110029312"
"856","1354547228665237505"
"857","1354533456248778764"
"858","1355499875706806272"
"859","1357066676425080837"
"860","1357265806183325696"
"861","1357397313627553792"
"862","1357557061060612099"
"863","1357589433919365121"
"864","1358426826960429058"
"865","1358660579599204354"
"866","1358852579669721088"
"867","1359142508136120320"
"868","1359410246016466945"
"869","1359832318320537602"
"870","1360112902221537281"
"871","1360455759570599939"
"872","1360508124852088835"
"873","1360553324316090370"
"874","1360648523088355328"
"875","1361033133597073418"
"876","1361246547741184001"
"877","1361748669217800195"
"878","1361997212629221376"
"879","1362019671709474819"
"880","1362013929254264842"
"881","1362039962229755904"
"882","1362300175419666434"
"883","1362325216073031684"
"884","1362413675689218049"
"885","1362445791260983305"
"886","1362534061139460098"
"887","1362746254292226052"
"888","1362989722327543809"
"889","1363362816699363329"
"890","1363463480095821829"
"891","1363457995481448452"
"892","1363794173082624005"
"893","1363811122592313344"
"894","1363864929669890054"
"895","1364112758342438913"
"896","1364266269805998082"
"897","1364259475515867138"
"898","1364254641756733440"
"899","1364462815134707713"
"900","1364456553307402240"
"901","1364530540322426883"
"902","1364814884907536386"
"903","1365008142141181956"
"904","1365191073161752576"
"905","1365188060519034881"
"906","1365229917043056640"
"907","1365554782941888513"
"908","1365896821659287553"
"909","1365957680792301573"
"910","1366012797474201602"
"911","1366054855375282176"
"912","1366035427271057408"
"913","1366382279753367553"
"914","1367525902989594630"
"915","1367779614345543680"
"916","1367816866928988162"
"917","1367941880030363648"
"918","1368610879189745666"
"919","1369538345597083648"
"920","1369940760762736641"
"921","1370094687554576385"
"922","1370217987458756608"
"923","1370967938577133571"
"924","1372070197243351041"
"925","1372099643706900482"
"926","1372140934092226560"
"927","1372125559329759234"
"928","1372571083560386560"
"929","1373502127176306691"
"930","1373853523708944386"
"931","1373896425470312449"
"932","1374349663499862017"
"933","1375913872738164739"
"934","1376497580117520384"
"935","1376837886641893376"
"936","1377190049457045505"
"937","1377483360596078594"
"938","1379311254624423936"
"939","1382158699465224197"
"940","1382246425115959296"
"941","1382244850679037953"
"942","1384396393859649536"
"943","1384831781095018497"
"944","1384904274283573252"
"945","1385123786236833792"
"946","1385150492117016578"
"947","1385219334990139393"
"948","1385239166544490496"
"949","1385252023667499016"
"950","1385244543797370884"
"951","1385446094134460416"
"952","1385420662487932934"
"953","1385382958232743939"
"954","1385574734084157442"
"955","1385590829335580680"
"956","1385611492008005637"
"957","1385658528791207945"
"958","1385851643670024193"
"959","1385944128366723072"
"960","1386292859985272839"
"961","1386355914622525440"
"962","1386596157724430338"
"963","1386619280456826880"
"964","1386824914355716097"
"965","1387632956169244682"
"966","1387676488892395521"
"967","1387716957802307586"
"968","1387846839442026501"
"969","1388457988785119233"
"970","1388445781615648770"
"971","1389859009935593476"
"972","1390160642838077440"
"973","1390146804478582786"
"974","1390390816972185601"
"975","1390605589072461828"
"976","1391357305199988736"
"977","1391414022063411205"
"978","1391644197141291009"
"979","1391702073935376387"
"980","1391775059648425987"
"981","1392040798280208389"
"982","1392052029808422915"
"983","1392336230881193988"
"984","1392383267609923586"
"985","1392404186885627904"
"986","1392441950146600960"
"987","1392730345007681540"
"988","1392759016426807296"
"989","1392781674824429568"
"990","1393602825926496257"
"991","1394345235333984266"
"992","1395034872360620036"
"993","1395378948482215945"
"994","1395388887749611520"
"995","1395689787093307397"
"996","1395825992896323587"
"997","1396014226171379715"
"998","1396059261038383111"
"999","1396043165468135425"
"1000","1396077600083255298"
"1001","1396068029973270531"
"1002","1396123163260555268"
"1003","1396126814280560643"
"1004","1396341370722283524"
"1005","1396353953713901572"
"1006","1396389659928825856"
"1007","1396483559272030209"
"1008","1396573454825148416"
"1009","1396724332169154561"
"1010","1396780284641779716"
"1011","1397478902151491585"
"1012","1397485515121860609"
"1013","1397518664933515275"
"1014","1397530458003492875"
"1015","1397836768599318529"
"1016","1397859821135798274"
"1017","1397883027154427904"
"1018","1398155027869487104"
"1019","1398166396337496064"
"1020","1398295284988448770"
"1021","1398824008414605312"
"1022","1398914610812669958"
"1023","1399005204775833609"
"1024","1399089748233310214"
"1025","1399281271654789123"
"1026","1399281011297599488"
"1027","1399273663833182210"
"1028","1399320009034375173"
"1029","1399441566255796229"
"1030","1399675431603904515"
"1031","1399730532154580994"
"1032","1400029947482316800"
"1033","1400020587670605838"
"1034","1400308481635332097"
"1035","1400345001754710017"
"1036","1400327662007095297"
"1037","1400372963484999682"
"1038","1400418270386208772"
"1039","1400475077255352321"
"1040","1400493760253923332"
"1041","1400816208115601409"
"1042","1401145265323642881"
"1043","1401408180727463936"
"1044","1401290031382384648"
"1045","1401457421890076674"
"1046","1401501849144991745"
"1047","1401485079575150596"
"1048","1401782255677288448"
"1049","1401871613528875014"
"1050","1401886663521886220"
"1051","1402991833337110539"
"1052","1403455587350945799"
"1053","1403661629984841731"
"1054","1404297546005061640"
"1055","1404441702362927109"
"1056","1404668462195150851"
"1057","1405467786349060099"
"1058","1405787408604540931"
"1059","1405872196380200966"
"1060","1406512832955494400"
"1061","1406608231124905993"
"1062","1406876814161633281"
"1063","1406928199997702145"
"1064","1406956574946512896"
"1065","1406947507435831298"
"1066","1407015042114064392"
"1067","1407972858366730240"
"1068","1408016507737677832"
"1069","1408319045456187400"
"1070","1408386497632477184"
"1071","1408482918520049668"
"1072","1408684881295597570"
"1073","1408696856922763265"
"1074","1408689000945225730"
"1075","1408751867983769603"
"1076","1408721697872650251"
"1077","1409016138017558542"
"1078","1409003555097219081"
"1079","1409129384317919235"
"1080","1409260246481051651"
"1081","1409534555330023424"
"1082","1409771742764191744"
"1083","1409822482736033792"
"1084","1410129671912673288"
"1085","1410501866081894405"
"1086","1410765165297999873"
"1087","1411191967875272705"
"1088","1411280590314278915"
"1089","1411644737707249666"
"1090","1412021569673695234"
"1091","1412091858797350916"
"1092","1412091030191722496"
"1093","1412085141023903744"
"1094","1412264570467536897"
"1095","1412496512328863750"
"1096","1412699466998726656"
"1097","1413060076361895936"
"1098","1413048084184064001"
"1099","1413132323944501257"
"1100","1413436656951209986"
"1101","1413477412663435264"
"1102","1413786243830358020"
"1103","1413807985764311040"
"1104","1414124842870349825"
"1105","1414225009405538304"
"1106","1414218466106781697"
"1107","1414472830264172544"
"1108","1414552073568460810"
"1109","1414702355937841160"
"1110","1414972518910283779"
"1111","1414971958266052609"
"1112","1415057194089807874"
"1113","1415194347939586048"
"1114","1415208692421693448"
"1115","1415226043523375108"
"1116","1415259541923672064"
"1117","1415295076218122241"
"1118","1415329039477313540"
"1119","1415571331781783560"
"1120","1415745524813242370"
"1121","1416286041292558340"
"1122","1416266209419464705"
"1123","1416265153696333824"
"1124","1416330099750752256"
"1125","1416704581300539393"
"1126","1416838703360745484"
"1127","1416984113823748098"
"1128","1417032711563321347"
"1129","1417237812907331586"
"1130","1417771338555551744"
"1131","1418088301668585472"
"1132","1418190111104241670"
"1133","1418477984730730496"
"1134","1418509598986747906"
"1135","1418507949916499975"
"1136","1418486589882261505"
"1137","1418563290016489477"
"1138","1418642065701933060"
"1139","1418808106629443589"
"1140","1418856481676484615"
"1141","1418931473302753280"
"1142","1419021219496710144"
"1143","1419235769701502980"
"1144","1419230946163924992"
"1145","1419289603064877060"
"1146","1419308478519123971"
"1147","1419531197479280644"
"1148","1419622217059557377"
"1149","1419839978620825600"
"1150","1419907384563179521"
"1151","1419942449342992386"
"1152","1419977387417247753"
"1153","1419966120929505281"
"1154","1419990954992226308"
"1155","1420597177836089345"
"1156","1420668748860698630"
"1157","1421027786014220292"
